NPP,Biomass,Temperature,Trophic_Efficiency,Energy_Flow,lat,lon
57.450712295168486,83.03763173781945,6.669991784129849,0.2168611327960016,5.827110751670839,-39.86836819085787,109.98047003137526
47.92603548243223,92.36251342365868,34.5730281747444,0.9256145840098308,1.774472801413813,70.76464658290666,91.90104040263174
59.715328071510385,85.06547347387144,29.00055444345252,0.5148297815580215,9.440160160938966,86.04136596893653,-165.4598646351774
,,,,,,
46.48769937914996,129.92946328654781,25.828828344288382,0.9961040885935457,10.987319906143206,84.6539452894041,83.58935163802647
46.487945645762295,80.72394607146988,10.581500984260984,0.3839299883884766,3.82813704909264,-38.18691567013144,34.14381239843149
73.68819223261087,125.02051244421035,5.930853272540968,0.8541253148922391,1.505121273661919,56.73066357339775,62.62004804156254
61.51152093729363,80.45819819132781,30.93969823208041,0.8623440603168562,15.81181637970288,32.120035172056404,78.0952989308945
42.95788421097572,78.8093196875779,16.889919612083695,0.23267021035779556,3.914392201064457,-42.625470480473325,148.0912954982462
58.13840065378947,120.46486545858033,12.915946281197598,0.0948396923501621,0.22388596413329712,-32.68668955595987,48.65146030644519
43.04873460781307,123.04840945019042,21.850188765168333,0.9756201157158643,8.472806940161316,-2.0473800293906805,-80.79572567679826
43.01405369644615,121.28524841906636,17.62695567427158,0.42589686413556693,2.8326160411210353,52.4958005762127,-150.11426267225872
53.629434073490515,67.10506479454648,24.54997987062671,0.002220322010195508,18.40147503918899,67.00000845695362,-24.44949752839966
21.300796330133032,88.35122554819873,19.51379699163541,0.4990178338289586,1.5461519281929026,24.110467875271098,75.54584356023122
,,,,,,
41.56568706138541,101.03854601409736,30.602698085274287,0.7760882474480342,2.918644110644562,-42.50708322930498,-136.77144633910032
34.80753319498364,73.1576788450634,10.86671032867367,0.9429421182236386,11.698987072494415,43.392878960071016,179.54726776847224
54.71370998892911,111.45794847813605,14.882986416964604,0.915170628945463,7.952483677319314,18.896366338489727,-29.205228506022678
36.37963886718184,82.12981852521324,18.104467597119168,0.9401358200548685,15.653622691675066,-49.87423705566775,-102.12667506880643
28.815444479970626,144.86312120980529,33.86175344082915,0.03212514825947277,6.136201293041496,81.03365488843195,-120.75986203553623
71.98473153382331,138.62103656045645,15.960008406424558,0.7117741338304677,0.04820029244119864,2.3147296946743126,130.60165676382422
46.61335549270196,115.10243565888918,16.432995487778886,0.2258579628056866,2.423218862093059,53.00316350273616,115.05739617425291
51.012923070318855,134.02516761924434,24.604175688786835,0.187552687205654,70.78671952533318,4.610298025325704,40.79541206259057
28.628777206798148,101.61978375308453,17.575991296698476,0.8003185685992503,5.197738555591911,77.92860894057102,16.986783988464765
41.834259132122256,119.13593735937539,33.53671236918815,0.41712968917287985,9.682029227023556,-64.5697107651963,162.51804172380292
51.663838845647994,136.94300738255188,31.834062814263316,0.9166000757823358,23.53158731225241,8.30783263870039,-97.82365559121524
32.73509633866546,106.13746704485781,20.402263333270188,0.04243509079570662,0.207377301566032,-85.47209962922668,-30.45830545253463
55.63547027518508,93.62032071214291,24.343257018435494,0.8021808294871632,10.776556110659762,-54.46915334313947,-171.12059934429396
40.99041965121793,57.384451045572106,6.740916856508616,0.13683441128259566,3.40206965617337,-39.41522917133207,-29.307683820134173
,,,,,,
40.97440081655905,120.58557961405779,26.216026188470966,0.47735171552449895,2.5470053026400183,57.63107833633734,161.81756618043892
,,,,,,
49.79754162893099,112.60912664296025,11.590486508758179,0.486172306128671,4.6672538049422405,11.01369591151095,120.52413336494772
,,,,,,
62.338173681547836,50.579460776310235,17.80114702415383,0.6573889355635731,1.018679084540664,46.175843610370976,-126.98206200612486
,,,,,,
53.132953925071334,92.39137822365122,5.999863849287679,0.172908712317845,22.919180611207906,-58.236733670119776,47.147670062116475
20.604948141803366,92.17677582024965,17.42201499730509,0.4200462751309336,5.576437301081656,-83.1208478163719,34.75818982728131
30.077209266523543,115.4639089244481,29.517764330416398,0.4516410272677376,24.775260288965665,-77.56987305987273,-175.7860401266641
,,,,,,
61.07699869993115,103.08823004602732,23.094834804106306,0.26600270353976796,18.194346459799817,41.01453069592566,-159.9736088045125
52.57052421784956,94.58170527108845,11.295674014536184,0.7675092470968168,3.38037997369618,-46.016479301294275,-113.26290773394409
48.265275764176394,93.51945467489769,17.495769465186786,0.09846024547938159,3.165129331614922,-19.38847275512323,-144.4964462685918
45.48344456616067,103.10961917269286,32.8291315415956,0.5604533636006545,8.211359728693532,-19.102560940148507,-43.84586770257238
27.822170144488588,79.29265599129002,21.993552491031114,0.6235316532441113,5.4115590827287905,16.255179061612907,106.45614076783255
39.20233687407937,103.00496396865138,32.057943772787944,0.20683158106514532,7.114347602532702,70.72542128970676,74.65735656953501
43.09041843560319,111.270308408295,32.0605789846863,0.826011350499621,0.5467183930916848,86.9809110175062,-141.5897484091927
65.85683339328374,105.24215158936221,33.324434012734386,0.6154321252076775,35.61020815364256,18.829973579018656,107.44602940219715
55.15427434352692,111.43854835011953,31.86174980240316,0.6457222146479729,0.5992922199307958,0.9126863709553135,-14.095029417623664
